transaction_id,account_id,timestamp,amount,merchant_category,city,is_unusual_city,is_odd_hour
e1cde87f-ec95-4f87-ae5e-c36572eb7474,ACC00426,2026-06-20 16:35:13.815241,68044.88,Entertainment,Hyderabad,0,0
7c661196-db65-4eb8-94d9-a3977e3197b5,ACC00628,2026-06-20 16:20:21.815241,68011.44,Grocery,Hyderabad,0,0
990c581c-14b2-40a6-921a-c3a68ea4115a,ACC01125,2026-06-20 10:26:39.815241,67159.9,Fuel,Mumbai,0,0
cc53d0d7-256d-4123-b768-9c4c223aa1a7,ACC00965,2026-06-20 18:31:26.815241,66825.91,Healthcare,Hyderabad,0,0
466f629c-a0c5-4b2b-97bf-3ee14e2bad04,ACC01349,2026-06-20 19:52:14.815241,65685.48,Grocery,Chennai,0,0
aaaa7602-2886-415f-b9f4-fbcd6f41bc23,ACC00246,2026-06-20 15:28:23.815241,64714.29,Healthcare,Chennai,0,0
fe2a83f3-c804-4322-bfb4-dd546fb5be56,ACC00986,2026-06-20 07:38:07.815241,64537.18,Online Retail,Bangalore,0,0
b8a4cefc-f848-4611-82c3-4e64c5ea9d46,ACC01062,2026-06-20 14:13:30.815241,63910.93,Grocery,Delhi,0,0
09012af7-42a7-4a84-8667-b9e4ad3de42a,ACC01701,2026-06-20 12:18:52.815241,63612.28,ATM Withdrawal,Bangalore,0,0
345cbcab-a040-4bca-9bc8-3ad60c2a7837,ACC00537,2026-06-20 15:45:11.815241,63346.3,Electronics,Kolkata,0,0
70f079b9-ef7d-4315-a592-1a0f608ba216,ACC01036,2026-06-20 22:26:08.815241,62431.85,Grocery,Delhi,0,0
ea889978-1bde-4063-be02-fb7351d242ba,ACC01291,2026-06-20 18:14:41.815241,61735.71,Travel,Kolkata,0,0
b7ed70cf-f111-4e9e-8545-b11f6d820335,ACC01105,2026-06-20 11:22:41.815241,61708.69,Online Retail,Hyderabad,0,0
80a21778-8ad9-4448-9e8e-98cc18b1f6e8,ACC01342,2026-06-20 09:41:23.815241,61560.32,Entertainment,Mumbai,0,0
4f4d4844-f692-4421-8aad-ece3feb3034b,ACC00011,2026-06-20 22:59:51.815241,60436.08,Fuel,Pune,0,0
d298404d-96f6-4fa1-9951-9ab3bf5eaf8e,ACC01017,2026-06-20 18:01:26.815241,59673.22,Travel,Chennai,0,0
0f89a187-98de-49d7-b6ef-8aea6a1f13bc,ACC01203,2026-06-20 11:20:12.815241,59287.23,Online Retail,Hyderabad,0,0
546fadc0-6d9e-42f0-b530-4678b23c59d5,ACC01700,2026-06-20 15:13:04.815241,58176.83,Fuel,Pune,0,0
fc05f05f-d6b0-4b50-9400-801a5273a979,ACC01503,2026-06-20 07:11:31.815241,57920.18,Utilities,Bangalore,0,0
6b08984b-a731-46f3-9485-39236223733d,ACC00040,2026-06-20 08:42:37.815241,57616.32,Grocery,Mumbai,0,0
c4df0d2f-058b-47ea-86f8-aa1decf1f1ff,ACC00896,2026-06-20 16:29:04.815241,57075.36,Online Retail,Kolkata,0,0
20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,ACC00191,2026-06-20 17:50:51.815241,56968.33,Entertainment,Bangalore,0,0
39899fb6-1ffc-4178-8e0d-b1699b9bb098,ACC01956,2026-06-20 11:15:07.815241,56901.44,Electronics,Delhi,0,0
0b2e9701-3d6c-4b59-99eb-fc2cb6f86875,ACC00783,2026-06-20 21:14:48.815241,56544.33,Online Retail,Chennai,0,0
f7fb06b9-3875-4c18-b4da-a45b265ba3cd,ACC01809,2026-06-20 13:14:54.815241,56455.01,ATM Withdrawal,Kolkata,0,0
bc6eca3c-6de8-4d69-9080-4843854da59c,ACC00766,2026-06-20 16:19:42.815241,56206.79,Grocery,Hyderabad,0,0
afd5b90b-41a6-4c90-a91c-0da1a5630d3a,ACC01336,2026-06-20 15:29:59.815241,55932.11,Online Retail,Kolkata,0,0
f9fe3c0b-f032-4c9d-9703-846f4b9cf926,ACC00604,2026-06-20 07:19:26.815241,55871.94,Dining,Delhi,0,0
ff312501-21fe-48cc-ae7e-c1a31778f543,ACC00138,2026-06-20 09:38:30.815241,55778.6,Online Retail,Chennai,0,0
98a91187-6c7a-4c9d-b237-64bae202f022,ACC00984,2026-06-20 12:49:35.815241,55593.94,Fuel,Kolkata,0,0
a4924990-c74f-462f-8909-250a5d778872,ACC00542,2026-06-20 19:36:30.815241,55468.96,Travel,Pune,0,0
db0dc112-0123-4278-8d0b-0c010c961c84,ACC01502,2026-06-20 22:27:15.815241,55449.06,Travel,Pune,0,0
b8adb547-416d-4b9e-afcf-bc2d57116bea,ACC01900,2026-06-20 12:26:27.815241,55086.53,Utilities,Bangalore,0,0
d6279611-502c-4373-8fda-8ed8b3999f2b,ACC01957,2026-06-20 16:51:03.815241,54512.46,Electronics,Bangalore,0,0
7c49dcfe-f127-4feb-b8c7-a2fdf5009e6d,ACC00451,2026-06-20 21:58:19.815241,54476.35,Fuel,Hyderabad,0,0
25aca6da-bae8-4a4a-9b95-b8913580c105,ACC01603,2026-06-20 18:23:44.815241,54227.02,Online Retail,Hyderabad,0,0
aca98c87-2fe4-4437-97da-0ac2941efa01,ACC00523,2026-06-20 13:40:40.815241,54001.86,ATM Withdrawal,Pune,0,0
ca8f1a6f-cce0-4872-b765-c78f6104f9ec,ACC00893,2026-06-20 15:12:25.815241,53831.55,Utilities,Chennai,0,0
611aaf0b-df34-4346-af9b-9ac5918392fb,ACC00421,2026-06-20 07:38:43.815241,53756.76,Healthcare,Hyderabad,0,0
3161e145-8cf5-4a05-9284-9b75745d82b8,ACC00523,2026-06-20 21:15:18.815241,53735.84,Entertainment,Pune,0,0
7aaa6336-dda2-4bfd-a747-70a19f29f7df,ACC01049,2026-06-20 21:04:35.815241,53662.59,Healthcare,Chennai,0,0
ac620f66-5176-477f-9c45-e35e7ec39149,ACC01076,2026-06-20 18:08:49.815241,53560.29,Online Retail,Pune,0,0
ed9dac71-9986-413e-b63d-e47c572fb96d,ACC00659,2026-06-20 09:44:40.815241,53246.28,Grocery,Hyderabad,0,0
d7d4ad6b-a4a6-4717-9821-e075bee24c58,ACC01785,2026-06-20 22:55:22.815241,52623.91,Dining,Kolkata,0,0
4c6cfc1c-783c-4761-92f3-77fdbe072245,ACC01876,2026-06-20 07:57:14.815241,52325.93,Dining,Hyderabad,0,0
23a10fdd-9402-47be-8deb-dd3c528e0ae8,ACC00073,2026-06-20 14:02:09.815241,52320.95,Utilities,Hyderabad,0,0
dd9fd016-d6fd-4d6a-a3c6-bb6420cf16bc,ACC00093,2026-06-20 08:35:49.815241,51975.76,Grocery,Mumbai,0,0
97608845-7a45-463a-a313-894b5d2caff9,ACC00510,2026-06-20 12:14:40.815241,51964.2,Utilities,Mumbai,0,0
99d2f7f2-eb1f-483e-856b-1c79a4f17bc1,ACC00105,2026-06-20 09:54:41.815241,51491.43,Utilities,Mumbai,0,0
2f8aeb01-c73f-41d2-b059-5815bf32dbc5,ACC00590,2026-06-20 07:06:39.815241,51340.87,Travel,Kolkata,0,0
716c00fd-4ea0-4bc3-abc6-8d570ebc632e,ACC00453,2026-06-20 08:33:04.815241,51035.16,Grocery,Hyderabad,0,0
d4fcd36d-1f45-4c1f-a2d7-cd824b3bcc25,ACC01479,2026-06-20 17:57:36.815241,50744.31,Entertainment,Bangalore,0,0
617da927-a575-47ed-b442-7dd75de235cd,ACC00111,2026-06-20 15:13:10.815241,50504.17,Dining,Chennai,0,0
7616e3a2-3d9d-49d4-b5e6-6d4c539cb0bb,ACC00453,2026-06-20 11:54:26.815241,50277.64,Travel,Hyderabad,0,0
32b27bec-51e6-4866-b7b8-70c37b5c2074,ACC00927,2026-06-20 10:44:34.815241,50188.73,Electronics,Mumbai,0,0
607e5719-6d40-4463-b46c-76938c4d3864,ACC01842,2026-06-20 08:43:30.815241,49260.77,Utilities,Delhi,0,0
a6d168ce-58d4-4871-8a6c-67bd67b63249,ACC01721,2026-06-20 12:42:09.815241,49178.86,Electronics,Chennai,0,0
a38bbaa4-4fe8-48d8-822c-a6a893daf60d,ACC01711,2026-06-20 07:42:08.815241,48476.8,Travel,Bangalore,0,0
6f656ede-ec73-470b-9d10-562ed4adf7b8,ACC01421,2026-06-20 09:48:33.815241,48219.5,Dining,Kolkata,0,0
607488b0-be04-487b-a1c2-b005f1c4e6e3,ACC01936,2026-06-20 10:58:47.815241,47969.51,Travel,Kolkata,0,0
964db03f-9340-4fad-9c4a-d56bd6016237,ACC01840,2026-06-20 21:27:12.815241,47681.49,Fuel,Pune,0,0
094a8492-d88d-41dd-b21a-3244cf6579ec,ACC00762,2026-06-20 07:22:51.815241,47290.5,Online Retail,Mumbai,0,0
3ca84bd1-d18d-4300-98e7-bd1b9ec2ccce,ACC00235,2026-06-20 20:11:26.815241,47210.19,Online Retail,Bangalore,0,0
6e89a7a8-b68d-4037-98fe-3fb8a1628abf,ACC01397,2026-06-20 22:35:32.815241,46884.58,Fuel,Kolkata,0,0
eebea50d-5a6c-433e-af5f-8913d13a962d,ACC01724,2026-06-20 13:42:30.815241,46815.42,Grocery,Pune,0,0
bf5628b9-30eb-4400-9d55-8095e6c75732,ACC00146,2026-06-20 08:03:11.815241,46782.38,Online Retail,Hyderabad,0,0
890a4043-e4c2-4429-a8ec-1167cb148792,ACC00882,2026-06-20 12:35:14.815241,46715.03,Grocery,Chennai,0,0
40d0cc0e-89f4-4205-99a1-5e3a0bd2f2c0,ACC01510,2026-06-20 10:42:12.815241,46650.88,Fuel,Bangalore,0,0
c6406b52-cdef-4ef2-89c3-9ca741b419ca,ACC00099,2026-06-20 11:51:14.815241,46569.5,Entertainment,Pune,0,0
df277a00-9fe0-4ab7-bb12-cb4e98d2184d,ACC00442,2026-06-20 12:39:46.815241,46396.34,Dining,Delhi,0,0
32b5a6a4-f9a7-403c-86e1-abafdd0f8a48,ACC00303,2026-06-20 10:06:31.815241,46029.3,Electronics,Mumbai,0,0
a5591b25-1bf2-4087-9615-2ab18bbef839,ACC00053,2026-06-20 22:49:55.815241,45764.51,Travel,Delhi,0,0
d3ac1bf7-711c-444b-9f1e-08090a5c262a,ACC01129,2026-06-20 22:21:03.815241,45674.7,Dining,Chennai,0,0
2264efac-b100-4aeb-921c-96991a2d27e8,ACC00679,2026-06-20 10:59:56.815241,45582.74,Electronics,Chennai,0,0
8d038911-613a-4070-834c-97079f20c48d,ACC01830,2026-06-20 10:14:06.815241,45483.5,ATM Withdrawal,Hyderabad,0,0
4c825d09-e302-47fd-92a2-5bdbc522fe5c,ACC00444,2026-06-20 13:34:39.815241,45399.68,Healthcare,Bangalore,0,0
4b9dfd58-9e5d-4c7a-85ac-c35415f00cb4,ACC00015,2026-06-20 10:22:14.815241,44151.09,Travel,Chennai,0,0
8702f4ad-cca3-44c4-ae49-82cf7c239ebc,ACC01566,2026-06-20 17:16:54.815241,43876.25,Dining,Delhi,0,0
716b7101-ede3-4af3-92f3-b9b3eb59fcc0,ACC00937,2026-06-20 22:55:25.815241,43370.1,Electronics,Pune,0,0
bb173535-2176-470f-8d0e-1f231ee2c3e8,ACC00312,2026-06-20 12:48:06.815241,43119.59,Online Retail,Chennai,0,0
2b729d66-504f-4e7c-b46e-49a81817dac5,ACC01704,2026-06-20 17:45:05.815241,43063.09,Online Retail,Chennai,0,0
5927aec9-74ef-45f1-815b-fcb7259a85e5,ACC01815,2026-06-20 11:52:44.815241,42923.28,Grocery,Mumbai,0,0
e8cda5ec-1a9d-4e9a-89f5-d740e11ce650,ACC01650,2026-06-20 14:51:43.815241,42277.63,Dining,Chennai,0,0
a640637d-8c69-4053-9885-847e1230a2f2,ACC01275,2026-06-20 14:51:22.815241,42196.5,Utilities,Kolkata,0,0
3e2613ab-a98c-49cf-b25f-3382dbad54e6,ACC00908,2026-06-20 09:26:41.815241,42188.65,Fuel,Pune,0,0
15e4001b-70c0-418e-9303-c04ba05ca129,ACC00316,2026-06-20 21:20:55.815241,41708.17,Travel,Chennai,0,0
651c21fd-efda-449e-8c67-43e15f9209ec,ACC01893,2026-06-20 11:53:22.815241,41686.48,Healthcare,Chennai,0,0
2c6269b9-33c8-49dd-89f3-8070bb41c020,ACC01129,2026-06-20 11:13:45.815241,41604.85,Fuel,Chennai,0,0
8f57c122-f50a-42e8-83ec-608b5ae9d2b3,ACC00510,2026-06-20 22:06:39.815241,41288.48,Online Retail,Mumbai,0,0
4d7ca70d-fe4c-43d1-8298-0d476902ad05,ACC01155,2026-06-20 21:26:44.815241,41237.16,Fuel,Mumbai,0,0
96c347fd-9ecd-41ac-b0d9-026aa6da3e79,ACC00639,2026-06-20 22:31:59.815241,41192.76,Fuel,Kolkata,0,0
32d4d3a5-98dd-4c3c-a4ce-b832c8776e4b,ACC01959,2026-06-20 22:27:08.815241,41152.2,Online Retail,Delhi,0,0
d2449e90-3913-4c25-bb09-172770aefc33,ACC01492,2026-06-20 12:51:55.815241,41015.71,Entertainment,Kolkata,0,0
2071b3be-9787-4b9a-b143-8e9c7e55c568,ACC01181,2026-06-20 15:08:10.815241,40964.14,Online Retail,Hyderabad,0,0
09b21305-65ad-4673-8a2a-06770f423f8a,ACC01618,2026-06-20 11:28:39.815241,40781.22,Healthcare,Mumbai,0,0
9cd672c5-c2bc-4290-9b60-5515999a5228,ACC01462,2026-06-20 20:42:58.815241,40704.41,Electronics,Chennai,0,0
b5b453ca-3d42-493c-8c9f-d3349bdf0377,ACC00240,2026-06-20 07:02:59.815241,40509.72,Grocery,Kolkata,0,0
4a2f2373-f777-4816-85ef-875e26755363,ACC00256,2026-06-20 08:48:59.815241,40451.38,Utilities,Kolkata,0,0
17da449a-34be-486a-857c-c93d237b0972,ACC01724,2026-06-20 21:51:44.815241,39933.7,ATM Withdrawal,Pune,0,0
2d03fb11-ddc2-44eb-9af8-53fb9c7cc702,ACC00311,2026-06-20 21:00:38.815241,39005.36,Healthcare,Pune,0,0
a87da2af-3ae8-460a-adaf-ea5450b9e04a,ACC01890,2026-06-20 15:57:24.815241,38789.48,Healthcare,Chennai,0,0
3d84456b-6929-44f2-9dd5-7793b7d82a86,ACC01409,2026-06-20 09:57:28.815241,38673.42,Utilities,Hyderabad,0,0
1c3827f0-bdf8-4b37-8d0d-b78b322d186a,ACC01264,2026-06-20 09:12:07.815241,38446.84,Utilities,Bangalore,0,0
b11fbcb1-561a-4932-a26b-5b45b8d72019,ACC00168,2026-06-20 13:59:06.815241,38312.37,Utilities,Pune,0,0
3fb4b9c7-f8f7-4535-a81b-58ec5a60ccb9,ACC01433,2026-06-20 13:27:56.815241,37934.81,ATM Withdrawal,Kolkata,0,0
40685469-5a88-43ed-a686-1921057de4d0,ACC01390,2026-06-20 22:49:52.815241,37800.15,Healthcare,Pune,0,0
fa1d8ded-7dc8-47a2-adda-a3b60ab84fe2,ACC00509,2026-06-20 14:14:57.815241,37588.17,Travel,Kolkata,0,0
04600d00-d4bf-4ba3-b55c-b7ec0e7f0d3e,ACC00083,2026-06-20 14:40:34.815241,37225.49,Travel,Kolkata,0,0
46738fc3-0d21-480c-a08f-24e32f517100,ACC00909,2026-06-20 20:06:37.815241,37211.64,Utilities,Bangalore,0,0
ff935e35-5399-4173-b7aa-877c7cd32789,ACC00653,2026-06-20 17:29:13.815241,36500.03,Electronics,Delhi,0,0
6577aba9-9e65-49a5-92f7-d82a70186dce,ACC00321,2026-06-20 20:12:22.815241,36087.34,Dining,Pune,0,0
dbc99ee6-dac7-474f-b925-e8db54898ead,ACC00409,2026-06-20 10:59:43.815241,36053.07,Entertainment,Hyderabad,0,0
9cf0da1b-c0df-4432-8443-05018adc83dd,ACC00144,2026-06-20 18:15:54.815241,35833.96,Online Retail,Mumbai,0,0
49c3b773-c274-43a1-8931-638e5e76519c,ACC00607,2026-06-20 12:16:25.815241,35805.97,Grocery,Chennai,0,0
c30be23d-cdde-4282-a41b-25c876c9c28e,ACC01097,2026-06-20 14:39:22.815241,35784.92,Fuel,Mumbai,0,0
a0b48ea7-b2ae-4aa0-896f-e8bccac6b6dc,ACC01429,2026-06-20 19:41:13.815241,35173.69,Healthcare,Mumbai,0,0
01c40890-69e1-4d36-aa78-65b46d7831f2,ACC01745,2026-06-20 20:30:41.815241,34836.45,Healthcare,Chennai,0,0
f4267827-eb84-49de-b105-00c8eb936513,ACC01294,2026-06-20 10:27:57.815241,34817.46,Travel,Chennai,0,0
8c107d50-e13a-49fa-9f41-981b53893458,ACC00215,2026-06-20 10:17:26.815241,33910.73,Healthcare,Kolkata,0,0
eeb3a3d9-4cbd-4c02-b532-42f9f3ed0738,ACC01166,2026-06-20 09:10:53.815241,33797.89,ATM Withdrawal,Hyderabad,0,0
164dd2dd-9ea4-4978-bef9-b1f64d3bd723,ACC01409,2026-06-20 22:30:45.815241,33733.26,Healthcare,Hyderabad,0,0
f3e11b15-1208-4ea2-9c39-44f592aeec42,ACC00939,2026-06-20 11:37:58.815241,33386.36,Online Retail,Kolkata,0,0
4aaa77eb-8e3c-4596-b2b5-05705d616d41,ACC01096,2026-06-20 15:35:07.815241,33085.08,Utilities,Mumbai,0,0
0ab6c155-2e42-4010-a9cd-10722127130e,ACC00820,2026-06-20 17:53:48.815241,32842.25,Travel,Hyderabad,0,0
51f4a724-9950-4858-88ca-c260b3f5a21c,ACC01918,2026-06-20 09:28:14.815241,32814.02,Fuel,Pune,0,0
1bc50478-20c5-4f11-adf6-e5a0e500ff86,ACC00396,2026-06-20 20:44:02.815241,32596.15,Healthcare,Bangalore,0,0
cfffaadf-cbf5-4e48-af81-a075d847fc58,ACC01010,2026-06-20 15:06:39.815241,32506.6,ATM Withdrawal,Delhi,0,0
3e7447a2-a672-432f-9c9f-0999e869839a,ACC00546,2026-06-20 19:59:24.815241,32019.46,Travel,Delhi,0,0
2e654dcc-8087-44bc-91b0-830f71c629a6,ACC01864,2026-06-20 07:59:50.815241,31932.78,Electronics,Hyderabad,0,0
5caf4366-ffa6-4ce6-9f3a-34cebce148df,ACC00731,2026-06-20 07:27:30.815241,31846.58,Electronics,Pune,0,0
dc3eef2e-c9f1-4100-8302-21b0fc289203,ACC00906,2026-06-20 13:37:19.815241,30982.09,Travel,Delhi,0,0
5832c8de-521b-48c2-b0c3-ef8a592ab43d,ACC00681,2026-06-20 20:35:45.815241,30628.8,Entertainment,Kolkata,0,0
ccfe6343-8f24-4dc4-b06e-f9ac9ccee410,ACC00209,2026-06-20 10:13:00.815241,30513.82,Utilities,Pune,0,0
4758f609-f2d2-4f14-af3a-e9ef663b28bc,ACC00470,2026-06-20 07:56:48.815241,30357.23,Online Retail,Hyderabad,0,0
9be5662a-dc97-4a81-bdee-d56a21ddd27e,ACC01801,2026-06-20 22:37:18.815241,30347.33,ATM Withdrawal,Mumbai,0,0
a44d4f78-67a7-41c4-bcdf-0570bb1ccb05,ACC01604,2026-06-20 10:58:33.815241,30251.55,Healthcare,Kolkata,0,0
3fcc5282-113f-41c3-a214-a0f81219ee28,ACC01889,2026-06-20 11:53:32.815241,30078.09,Entertainment,Mumbai,0,0
5b76b287-f998-444f-87ff-eb5bda73f900,ACC01445,2026-06-20 21:47:16.815241,29536.47,Travel,Kolkata,0,0
dec38c04-4524-47f9-b26d-8a49fba2bf91,ACC01608,2026-06-20 13:02:15.815241,29532.07,Electronics,Mumbai,0,0
b304f39b-da8f-4861-89a2-2f26d7b84b35,ACC01604,2026-06-20 20:13:19.815241,29503.0,Entertainment,Kolkata,0,0
dedcc2ff-53d4-4caf-91bb-797af464a31f,ACC01133,2026-06-20 08:31:40.815241,29488.44,Dining,Hyderabad,0,0
1d97bbd7-4129-449c-8dff-155233ea0283,ACC00395,2026-06-20 16:47:33.815241,29479.15,Online Retail,Bangalore,0,0
c8d57717-9055-436f-8aa5-f9d3335f2f59,ACC00018,2026-06-20 16:05:07.815241,29105.18,Fuel,Bangalore,0,0
c4ddfe54-917c-4f11-b81e-d083929614b5,ACC01099,2026-06-20 16:41:42.815241,28507.63,Entertainment,Chennai,0,0
95018a74-f0e1-4ea0-8f2e-6ee0c22d5a6e,ACC00563,2026-06-20 21:54:48.815241,28423.51,ATM Withdrawal,Pune,0,0
dc139d18-aa31-4ff1-b08d-338ca5061969,ACC00931,2026-06-20 11:09:34.815241,28326.38,Dining,Kolkata,0,0
fe3f2165-96f5-4967-b47a-9e8e9e607547,ACC01885,2026-06-20 12:50:58.815241,28315.24,ATM Withdrawal,Kolkata,0,0
8208fd42-209c-44a5-931e-1d4d9abc9859,ACC01686,2026-06-20 20:30:55.815241,28113.44,Healthcare,Chennai,0,0
1caa2ddb-c30c-4876-85a6-022fbfd53346,ACC00612,2026-06-20 22:45:08.815241,28081.35,Electronics,Bangalore,0,0
ced1940b-340d-4da3-bcac-8da5a8346f29,ACC00473,2026-06-20 09:41:50.815241,28029.44,Online Retail,Kolkata,0,0
2693bf4a-91f2-4906-8524-f43c49561c5e,ACC01652,2026-06-20 22:42:34.815241,27648.41,Entertainment,Delhi,0,0
f4891878-7210-44ac-b0be-cdd80581a9ef,ACC00906,2026-06-20 09:10:10.815241,26685.83,Travel,Delhi,0,0
